Id,SalePrice
1144,197585.77102716628
593,205172.73946143407
575,281295.5666802805
1249,190670.8287214305
1604,129643.46460911873
1064,437105.96957733546
1923,157624.5403359472
1988,88796.42479724772
2325,166234.34795949855
114,199293.69695940532
2700,206314.0870759472
217,155769.85155394906
343,204831.20801648253
386,239028.6549560438
2005,111707.21327797312
2908,140564.57998241723
1814,230764.83898020763
2446,479803.59321324516
208,127606.72282449322
1679,105111.08833606752
822,308400.53189991193
6,180156.65464817622
1781,372166.5511260622
2397,338205.35016048106
2340,307712.9579595038
1618,165013.79875153553
2843,147551.9528265876
1061,370292.06799504685
2786,107607.06781941968
1935,120708.12032622455
1341,110971.29753719045
521,289844.38692327624
2136,136589.5570637873
996,199568.33067641858
227,138773.84766798676
135,159768.229757161
1167,177105.2318359488
294,249072.79883402635
1776,212192.91696332188
540,189236.3726129706
1717,224426.94742046786
2303,123739.64331367103
116,165072.4705286236
127,139415.20362101012
1371,121359.3371743013
1014,184147.22425111927
1507,93897.38423259517
702,147347.89724254335
750,168585.34620680168
261,128974.12629438366
1559,93905.67300205729
577,228791.9722618109
2812,199897.38154280724
2080,159974.10205199782
1368,105529.31023660502
2376,126662.69219635014
659,103513.48314161216
1235,127832.80169350417
332,61605.918002338745
1917,140524.1745914586
2094,247616.0698352414
1460,274406.02445193386
1471,211557.286701032
1509,107391.10912397373
1922,127502.27062046697
433,448520.51226584497
460,269853.5565086631
1116,280969.33248220733
1137,174765.03599828167
53,169268.01360030868
2354,255722.7256914531
1475,210579.4100204756
1761,458601.33211866475
842,145297.96547687845
2739,214765.36293288975
2509,155616.31501693625
1007,204481.53389043763
2610,160355.910685374
1952,81713.33018522331
2719,179121.8196164908
2921,72533.37069905865
1966,156754.91227078545
292,135282.59155189322
1204,198424.4912691379
1829,236181.1984547529
2419,185300.27376774908
391,148809.08856002224
798,105000.20456901178
481,192484.11999333865
193,194720.7865955035
555,124577.12561384481
899,89155.04552154192
2357,180965.71513849538
328,122094.14154215757
1356,125779.60118282828
1154,108453.79750210636
1730,176396.65493388352
2249,154436.9120986315
1119,273190.7867961774
2856,137117.64369438874
1394,135867.2121259124
2587,108674.082268656
61,313883.7370881265
2661,198929.31919149216
2711,126106.32837562158
1147,174323.91752574113
757,104476.19292549198
2623,104083.72353079256
2378,144201.67171564823
1413,123144.68046172736
1722,248162.22955603513
1112,221974.60775971648
1623,201705.10958724885
1201,179760.27760146325
1513,118450.09532568691
957,279518.79224434606
1171,239912.50615584585
1145,197452.5158756079
2726,248341.07619696786
703,138912.7765403131
760,103220.88249178178
1964,137340.56997736223
2512,170211.3662510238
159,139205.2841440539
1281,183181.59651832652
468,172698.26088142235
290,126301.83101946602
665,92149.55668141563
1463,275428.33725889656
1792,229132.29418336425
923,180347.64605247264
500,323722.8250584824
1408,168834.05909619725
331,81325.82194240249
170,151056.76088541868
2192,100872.01425600993
2571,288502.6715209867
2314,174025.72005428353
2647,101618.51228670128
422,416316.9454945172
2457,308140.94938010664
1838,187031.50493229993
2805,239921.31667530342
1645,166886.23507919043
1711,312236.4210118571
2825,236303.49788681365
322,302537.12256764533
2103,279685.3705853211
342,126431.65327600084
600,119753.55756767682
488,183652.82307216246
1725,295700.3620274007
2246,300422.19837135565
2847,134178.58452672424
806,232649.12826887
530,239919.0714201685
963,208578.9562169393
2678,83310.72349292443
171,56728.49744778205
2401,412289.0753535816
805,237444.25278395566
2259,278088.65116958943
1748,179725.91343857275
1361,154350.1738963738
1677,109261.17248477363
1406,163258.2291785791
2322,214607.1829695214
688,167420.52373738558
143,152481.77088967574
804,213670.9920134302
1214,172452.7499971847
2828,126236.5054878529
1999,183025.3192565894
2467,202693.6488544725
2665,168776.439461409
1538,346666.0815282976
398,120132.84814649932
2822,137799.1530149751
2157,113920.71763170238
1856,179662.60784246793
1269,94434.89524486207
2570,110576.98253510764
2320,226283.04825540708
1517,129296.4304634872
2304,113532.49496684854
1312,75503.2589695935
2012,122812.18314642753
506,230946.43196984977
2865,219175.01744391373
2367,93650.16236780697
554,102711.58568908407
238,137060.54729818154
1954,86224.62120130291
2488,126737.8430385678
2291,73213.38266673157
1969,110442.14346621584
2725,198213.0053606296
1482,120627.2209887977
2763,216927.67262422264
503,278542.34646625264
1584,252872.71541572994
1531,172308.03568686362
2210,194421.85045548758
459,311488.94973134995
556,133512.1659864426
1347,157329.4927084664
1290,85185.05986232529
1388,112471.53137628546
1571,226535.24271639233
2754,212084.23456447315
765,141345.84877085994
2494,123863.30748337656
2870,239911.84395702503
7,276735.9372346172
1114,234588.74284241855
2418,255177.1060675658
291,129138.05697577502
18,368492.8587521373
39,364487.27370962105
1001,298020.3986007994
2442,229470.31951958858
616,133018.107052909
2680,73449.40305010944
1414,118315.64093971736
289,149731.83271001643
40,294061.7714498812
860,128328.80251469923
409,124543.77158700442
673,153768.93012267485
2427,162597.68004208192
2036,190955.72032592434
2564,144122.4994101992
642,187195.60296457403
1008,181611.81637928516
1908,174613.03671190082
2519,188454.95416233072
1369,76717.67944469607
2855,187271.87141819645
712,78741.58396883559
1943,104085.25648172371
1958,138637.85652268224
107,147844.5953462973
2295,209255.53871199655
704,106013.89739147143
676,108032.92045720792
259,175779.80318340272
93,284004.37634757115
106,255208.7442877505
2315,190744.21566098518
1050,94771.59415748453
1095,191566.5401188469
2709,147337.965950677
758,181711.94843518414
1496,136052.857429359
2370,104797.34865000381
2458,292915.8422738081
2733,135909.44898787135
161,248126.08375506866
726,146177.0586897371
845,217850.20021317888
947,270818.44244780566
2232,133786.3634929019
2563,142167.53605364208
2299,136237.37375839934
211,122986.99590290514
605,172461.21871740295
1478,203425.2644699589
2247,277759.2521264179
2274,235422.42034471812
2869,232788.31263935156
967,226999.1345338705
2656,114901.77247734305
667,250035.18089943525
1042,106874.63929303159
2023,171580.31349481497
2447,381942.53893682547
2055,148848.13328990224
2275,291030.7999749453
2204,169852.27370308153
1563,285913.9507940563
483,243770.52061194577
796,102927.22806967035
1526,171175.8963872776
2042,164473.15698991023
442,339019.33511880215
1693,304773.5499298063
1468,228797.2692491361
1430,218851.28248779202
2605,172807.99635405606
1529,206529.64903333585
335,131602.94579928584
1287,107491.0319512336
31,89544.67423865842
1785,306465.1885021216
82,160611.58701246377
2620,144332.8157430743
252,198633.65321224672
721,55345.94468185592
2165,189280.35817363116
2316,183507.7063282249
775,137361.4516464728
1558,105217.52087539404
17,206163.7748282962
1022,222130.21027178605
925,142321.62059405545
438,321523.1348422214
1270,153038.16726292478
1272,122167.87280919068
215,132242.34201391114
266,230975.50208703955
2402,294814.09319028194
1250,125320.440041322
1984,105598.69950859874
1279,134227.45913310343
377,230559.41622819737
1252,137003.74655707838
2156,262723.29114368453
499,354903.1707146942
1374,125393.75764678037
2898,274549.7256205569
401,100538.51529368007
2721,167740.3558221677
2078,285777.3801603695
2589,124236.63638075712
1946,245568.8046837616
1334,109320.668272745
2781,240078.76954366264
431,385537.5703651315
576,186564.04402821139
1474,203699.88269622144
2254,148745.26027025978
2155,294612.6800132139
885,95617.25634572122
643,129996.22075903646
1944,121220.81518827294
480,204248.71663011773
2845,84730.29431351139
2387,332168.00893798086
2407,227216.6621828638
2527,173961.01751931335
2514,141906.34556077543
629,189051.624285265
80,203670.159559185
1876,156883.0576682054
1546,109582.97836891974
2518,174367.62862998416
2347,147831.2666308695
783,199785.84176684162
1322,53165.036705785824
194,94250.6272906695
1770,317079.8551348484
2143,132054.11457479745
1229,223434.81686252606
511,283322.40682054276
46,239966.0187310065
1348,182200.00073753446
2465,200201.36615099877
387,240630.19575450988
873,219223.54123024858
1918,99595.92795089055
2764,225221.3814058301
2184,122521.36800807368
934,125996.67539767473
1920,123551.46661510161
2631,159495.68526533854
1768,500101.6943618676
2040,124491.68489405068
1749,214414.6747008911
834,259711.3743492385
1457,235419.13667336683
79,98155.08247846058
2302,104220.4102892886
1817,129448.73280491134
2755,240463.89184698532
359,174832.26648514392
2059,103818.55412628662
2092,235175.2405052306
2516,270020.78512914036
150,109610.13678998526
1656,146664.38170950348
83,97783.98737962265
2411,185104.38481228662
795,84893.87394573055
2312,224244.91741305558
2917,87732.68529748799
1624,171475.3783327005
2215,297344.54521558806
1211,164276.8964818367
1485,117027.07957058487
1024,191047.5607310825
570,192811.28229242447
2874,137332.03350493408
700,180536.05691149845
2756,222877.83145903458
2022,188002.05386384734
583,242475.9743150201
2392,350955.3295167752
2424,185440.43814682018
212,103882.5941764443
736,128462.32658720575
1610,185790.77537147762
890,129168.17464193031
467,168180.8840970278
578,225550.50609083794
1747,175845.63956775423
1149,138336.8751985735
2758,238170.88670717008
857,119093.8375947785
2219,269327.04816273315
733,134854.17703389563
2909,104159.56840029969
1798,260741.31036177135
235,114632.73709749884
2366,101314.57443930191
1027,113682.7023205659
1195,131982.36623670644
1303,26747.856051832525
148,212015.06653419495
608,177093.99456687144
2515,206883.78450599863
821,283989.0548590132
2500,275278.3230328836
745,111325.76301386436
741,135913.51494737496
1611,127905.56120269923
2532,130591.87747021957
1081,217787.94435556687
1692,406282.91309944366
2520,174360.26163450853
276,84427.7706396923
1992,114033.3735280514
663,41261.0343355785
418,119178.37071619612
1733,186768.7218205673
2359,146098.6961744629
253,202621.96683773596
1518,174943.68062174614
2035,142008.67039956426
2919,63715.10831286652
1540,239111.17107673892
2120,140771.6493699411
1674,165418.79733109163
256,153557.08235942104
2361,100400.51005447451
978,82045.38726979484
2280,128301.97183545306
2095,220762.9528136021
1709,333502.431197362
2801,245076.84907182556
1246,121236.66619332354
2373,89546.02883541149
1055,321964.5146519651
2017,114749.50379159345
1099,331511.2628952515
1344,74891.08416610296
835,223642.34952076498
1117,233832.25241781469
2043,78757.42901693647
2085,106109.34464771661
410,145414.24003781896
2650,98185.14666389993
2867,182646.38641716965
1668,110646.03004728117
1161,152590.19198844326
2122,180568.18064110907
2539,150992.01087760262
1047,138804.37578554702
1445,131861.24748978287
541,133994.69838086632
569,234811.42187019694
1276,126207.88113178003
918,158149.07916670325
326,187055.1840692683
1936,118894.84368100649
895,86412.63836395254
257,150632.75365495888
1241,194494.61561354145
1545,122664.23270637287
1189,162712.33363866896
270,117754.93599330448
2066,227340.58870755037
693,96034.60619208888
1259,146101.66702149995
2916,160547.44710405744
2321,280750.18034605787
1977,113020.3897950204
1895,152722.01382345983
1240,172178.0818633794
85,149578.95953068679
1823,143543.8297298426
825,295449.92576851137
110,242707.886174449
697,94234.94373789612
2297,102859.49640509291
1231,139197.78373588467
1355,145744.77396845966
968,327442.0676813113
584,206102.90895551897
1315,101363.40854742777
1606,128596.12325317228
206,88781.80430556828
1685,348947.4257962011
2016,129894.3695560408
869,218523.7082810189
2135,105981.15957720675
2346,180820.33673010895
2430,211928.8335338834
2198,115596.48229174323
2652,102740.07181355737
27,113729.62350524805
241,175254.54543758917
906,112866.22905837605
1506,89529.54988967399
2098,342366.62998224143
1435,225211.69719264476
2213,143307.53608406318
1274,142502.957962149
743,38062.47069120349
1737,194109.59315926276
2797,271344.64311916963
2185,37060.44812900206
58,173319.40982447015
830,210890.379191897
808,105740.21305331432
680,168747.72035739358
1153,99397.88402507443
1291,124876.40427989584
1818,147249.79021674162
2161,183985.94334436342
1883,119886.50480340913
350,359032.49638201937
2473,148455.98610578556
295,199223.9606051108
293,185416.4552451108
859,114382.13857548784
288,68448.7130125924
1578,165148.74698410166
102,216621.07925644759
2831,149886.65921577875
1030,161867.7520401429
2551,136299.71234049424
1286,140626.76938594022
958,303888.44509828085
776,134216.36900568815
72,228035.74316907433
2263,249153.63330671104
1866,145691.80502160976
2876,70962.68816936364
2146,254646.1889028913
103,168836.9684834563
1500,121849.32819066009
492,182083.69780705846
167,141344.50493343378
2597,104926.50064868669
2685,123994.84047951967
1035,157904.83564648166
1220,60097.18564794613
2602,159202.48876157214
2159,214994.5942666533
695,144887.14991752277
1109,282907.68350318196
640,200760.8277163993
1652,143123.17980509548
2090,215052.02566181647
1188,188194.0291757505
2345,206521.8281360349
1059,377038.31529054954
2751,232297.20726187262
128,192635.73351803733
1523,188127.04629211285
2925,170226.4462416735
2145,326967.02049806353
1121,236702.61134134443
566,263652.1707740461
565,247011.57644140915
1331,153959.78931998703
2928,121754.3883874276
156,128807.67720853997
797,137944.64993444164
327,81791.96916651631
2859,175419.1446546811
1453,103567.61977294364
1762,340749.0268271626
1868,195325.27442136247
1760,199355.0257940742
1113,246307.41111873405
1812,194357.75698511334
117,148727.8781706883
1142,219679.31025449914
2342,387542.99438311177
927,170229.46449468416
2478,208454.8078412967
655,80399.24467925818
2064,132394.57757916924
369,295055.2813490576
2239,131932.30330071028
2732,204096.4098006471
1653,151820.16468454394
959,230666.55783662238
2395,322053.017556784
1412,84530.60506604558
271,254686.1626266628
1484,123004.937326349
1497,153244.7391792946
552,155004.09462993784
2,120078.67988847292
1855,297044.6772943763
4,261863.99016455055
2292,156897.11496300698
134,133195.15132426028
646,109973.69048199472
42,327422.4964352494
532,239999.85006399843
713,85547.90121016672
2561,143183.78428446583
2360,140380.3547253623
1333,105390.7455120608
1407,225931.82181008684
2892,289320.61394024204
574,218442.08516179718
1227,168657.44342408533
2591,219962.53120633325
1476,222696.05942310713
1125,282918.12489493156
1446,125443.17042400001
408,125201.2574400408
1101,298827.8034086231
2251,188069.7580951341
373,186766.7738161676
2554,128696.73490206194
2382,290510.15660306124
1985,70468.45225391028
519,268709.2534808128
1093,208721.89775718286
864,249366.68437759829
2889,123189.1156737651
2308,212475.440445902
986,177019.66707066278
1302,139500.7985651329
585,139551.62370944547
2708,130506.93768033682
147,129259.1729293152
1441,224994.81543078556
383,172982.2320911774
285,163752.60673505237
181,110001.927128917
358,165114.82428225072
780,197702.3466325554
258,197213.31833463477
1865,234288.32686408472
692,110921.56981052361
2902,307698.36225592287
508,278645.019915562
2638,174212.08328014184
36,142999.97310771616
611,169079.8689290311
2281,126276.45696774365
1678,98340.77272583438
1696,413444.3249327786
1557,60921.99575986985
2180,169187.4498897627
1726,229122.7909378236
951,151940.1463861586
267,232069.26750614477
2706,129974.36222091343
2221,258511.8952989995
1357,177859.03579964346
2901,306657.4081817412
347,163581.18971130328
2164,202030.87749484286
1586,311874.43483403
360,153284.6581643072
1769,259134.552403647
2617,152830.00076182547
1879,142458.71488541143
991,219856.7924292274
1535,136013.24234304047
1191,138279.46093138625
1579,226101.3379841344
1882,125087.53450308653
1510,140303.21839701766
2196,203210.88036831722
1845,170168.2280295961
2336,399361.7701493029
942,98792.94487457607
861,108779.97305886754
2555,124965.5679867122
1392,177540.26906110073
2099,280038.41887172475
1543,98644.23392642716
948,251481.17927291448
1239,168168.89033886112
22,173846.30203101895
2796,260736.1658637434
2747,182208.33461921255
92,302764.6343339707
210,190332.66494847497
1858,189240.59746713206
2228,148860.48174468603
447,278791.4510614596
827,260214.2307016259
1649,217137.4592679606
682,137771.01169133393
2698,118976.37791461317
494,167619.74063484353
214,102470.95309258014
2441,251391.71865631326
2679,123311.58220673547
1336,115434.31093249099
465,180602.17954873314
1524,165261.83739510895
2543,127833.39979936871
631,134921.67065819466
2452,323656.3806091377
228,160474.2392658093
126,152286.03396316167
1092,242920.94009244879
1122,216105.78534060347
932,263393.3047164781
1980,67259.99502007042
2171,106304.3497164522
551,158709.73218643788
2768,215019.15851691115
2056,119414.99713554583
1159,365456.85729506414
2645,134824.7275014558
1174,167033.02062457136
2266,209281.32060055574
2462,345548.7964086463
1219,135517.40179766208
2922,177007.14531416167
118,157731.65615054753
474,169097.0030671231
2576,156445.34419412355
872,257514.29407707817
1077,223011.0003960383
1536,174496.45855586155
1150,140864.18729594717
2341,341593.9083162041
1931,126893.32333132732
2785,119460.6780925522
2538,131625.66432402877
597,213320.15585074812
464,206769.36418131646
233,226388.36761865305
2169,136929.9210505932
2123,175816.3355311969
1867,170570.087801772
137,268753.23707864207
515,244415.49739495266
933,105562.16922067977
2784,161754.7963815182
972,160235.0797881248
599,176826.06095014175
2614,131721.6495120039
2582,118356.39007089227
1409,162197.88969095986
175,102405.78871540746
352,288429.6676454501
976,85932.43486289021
2134,197644.13342828795
984,103313.44047769022
2396,332380.8737831126
1673,128404.93829133816
404,116387.85408080008
607,166688.35410333803
814,146117.56847120987
868,196649.00614235998
2271,215939.35432410619
1633,255097.293268668
337,209701.01968554623
2765,215958.05382567522
1746,228659.07040172972
368,390065.3304296752
2806,210777.6922132096
1662,183674.2571447699
1234,211158.47783740773
1373,128614.83364592606
1672,100961.43531164511
1939,126930.30569653252
